Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
16.75,Low Fat,Health and Hygiene,34.3532,Small,Tier 2,Supermarket Type1,1042.6428,19
15.5,Regular,Snack Foods,147.2418,Medium,Tier 3,Supermarket Type2,1324.2762,14
11.1,Low Fat,Baking Goods,158.1604,Small,Tier 2,Supermarket Type1,1901.5248,19
13.5,Low Fat,Fruits and Vegetables,180.5976,Small,Tier 1,Supermarket Type1,3078.6592,26
20.35,Low Fat,Dairy,260.1594,High,Tier 3,Supermarket Type1,2093.2752,36
14.7,Low Fat,Hard Drinks,143.5128,Medium,Tier 1,Supermarket Type1,2444.8176,24
18.35,Low Fat,Household,192.8504,High,Tier 3,Supermarket Type1,2876.256,36
14.1,Low Fat,Dairy,229.0668,Small,Tier 2,Supermarket Type1,3225.1352,19
11.6,Low Fat,Health and Hygiene,98.1042,Medium,Tier 3,Supermarket Type2,2678.5134,14
14.15,Low Fat,Dairy,54.2982,Medium,Tier 1,Supermarket Type1,1104.5622,24
12.6,Regular,Baking Goods,170.5764,High,Tier 3,Supermarket Type1,3779.0808,36
6.36,Low Fat,Fruits and Vegetables,47.506,Medium,Tier 3,Supermarket Type2,1071.938,14
7.825,Regular,Frozen Foods,158.8288,Small,Tier 2,Supermarket Type1,1414.1592,19
9.895,Low Fat,Soft Drinks,239.4564,Small,Tier 2,Supermarket Type1,5243.8408,19
16.1,Low Fat,Dairy,145.076,Medium,Tier 1,Supermarket Type1,1904.188,24
9.395,Regular,Baking Goods,89.6856,Small,Tier 1,Supermarket Type1,878.856,26
10.0,Low Fat,Snack Foods,113.3544,Medium,Tier 3,Supermarket Type2,3467.4864,14
7.17,Regular,Fruits and Vegetables,130.9968,Small,Tier 2,Supermarket Type1,2348.9424,19
12.15,Regular,Fruits and Vegetables,187.5872,Small,Tier 2,Supermarket Type1,4349.0056,19
20.25,Regular,Dairy,193.6162,Small,Tier 2,Supermarket Type1,3848.324,19
9.6,Regular,Snack Foods,259.2304,Medium,Tier 1,Supermarket Type1,4649.9472,24
8.775,Low Fat,Dairy,42.7428,Medium,Tier 3,Supermarket Type2,790.9704,14
19.1,Regular,Fruits and Vegetables,146.8418,Medium,Tier 1,Supermarket Type1,1765.7016,24
11.8,Low Fat,Hard Drinks,75.4012,Medium,Tier 1,Supermarket Type1,986.7156,24
9.6,Low Fat,Health and Hygiene,186.6214,High,Tier 3,Supermarket Type1,3203.1638,36
7.5,Low Fat,Health and Hygiene,175.2028,Small,Tier 2,Supermarket Type1,4427.57,19
7.855,Regular,Dairy,218.6482,High,Tier 3,Supermarket Type1,3723.8194,36
18.2,Low Fat,Fruits and Vegetables,194.711,Medium,Tier 3,Supermarket Type2,4910.275,14
9.3,Low Fat,Household,247.0802,Small,Tier 2,Supermarket Type1,1228.401,19
17.6,Regular,Starchy Foods,45.606,Small,Tier 2,Supermarket Type1,1724.422,19
15.1,Regular,Fruits and Vegetables,221.5456,Medium,Tier 3,Supermarket Type2,2873.5928,14
18.2,Low Fat,Fruits and Vegetables,37.619,Small,Tier 1,Supermarket Type1,366.19,26
7.72,Regular,Fruits and Vegetables,117.7466,Medium,Tier 3,Supermarket Type2,1296.3126,14
17.85,Low Fat,Snack Foods,121.7072,Small,Tier 2,Supermarket Type1,2817.6656,19
14.65,Low Fat,Household,262.9594,Medium,Tier 1,Supermarket Type1,5233.188,24
6.865,Low Fat,Snack Foods,212.6218,Small,Tier 2,Supermarket Type1,2137.218,19
21.25,Low Fat,Snack Foods,120.8756,Medium,Tier 3,Supermarket Type2,3150.5656,14
19.6,Low Fat,Household,88.8514,High,Tier 3,Supermarket Type1,2125.2336,36
11.1,Low Fat,Baking Goods,156.4604,Medium,Tier 1,Supermarket Type1,2376.906,24
13.65,Low Fat,Snack Foods,184.4924,Medium,Tier 3,Supermarket Type2,5182.5872,14
6.425,Low Fat,Breakfast,131.3626,High,Tier 3,Supermarket Type1,262.3252,36
15.35,Regular,Meat,149.7734,Small,Tier 2,Supermarket Type1,2820.9946,19
7.825,Low Fat,Meat,63.4826,Small,Tier 1,Supermarket Type1,2002.0606,26
4.555,Regular,Frozen Foods,112.6544,Small,Tier 1,Supermarket Type1,2684.5056,26
10.195,Low Fat,Frozen Foods,143.2154,Small,Tier 1,Supermarket Type1,2552.6772,26
19.0,Low Fat,Household,190.5872,High,Tier 3,Supermarket Type1,1890.872,36
14.7,Low Fat,Hard Drinks,143.8128,Small,Tier 1,Supermarket Type1,3020.0688,26
20.7,Regular,Fruits and Vegetables,125.5388,High,Tier 3,Supermarket Type1,2105.2596,36
20.35,Low Fat,Household,76.2328,Medium,Tier 3,Supermarket Type2,463.3968,14
10.895,Low Fat,Fruits and Vegetables,133.6284,Small,Tier 1,Supermarket Type1,1581.9408,26
17.85,Low Fat,Snack Foods,211.956,High,Tier 3,Supermarket Type1,4474.176,36
19.0,Regular,Fruits and Vegetables,186.5214,Small,Tier 1,Supermarket Type1,2261.0568,26
16.75,Regular,Meat,73.7038,Medium,Tier 3,Supermarket Type2,1404.1722,14
8.52,Low Fat,Soft Drinks,151.0682,Medium,Tier 3,Supermarket Type2,1829.6184,14
8.315,Regular,Baking Goods,143.3444,High,Tier 3,Supermarket Type1,1596.5884,36
9.8,Low Fat,Baking Goods,100.6016,Small,Tier 1,Supermarket Type1,1619.2256,26
12.35,Low Fat,Snack Foods,119.1124,Medium,Tier 1,Supermarket Type1,3673.8844,24
6.235,Low Fat,Household,260.8962,Medium,Tier 1,Supermarket Type1,5956.9126,24
9.0,Low Fat,Household,101.8016,Small,Tier 1,Supermarket Type1,1720.4272,26
6.8,Low Fat,Baking Goods,47.5034,High,Tier 3,Supermarket Type1,534.6374,36
5.945,Low Fat,Household,129.3652,Medium,Tier 3,Supermarket Type2,4391.6168,14
9.8,Regular,Fruits and Vegetables,117.1492,Medium,Tier 1,Supermarket Type1,2780.3808,24
16.1,Low Fat,Fruits and Vegetables,255.2356,High,Tier 3,Supermarket Type1,6867.0612,36
13.5,Low Fat,Baking Goods,84.554,Medium,Tier 3,Supermarket Type2,778.986,14
18.25,Low Fat,Snack Foods,142.0154,Medium,Tier 3,Supermarket Type2,850.8924,14
15.5,Regular,Baking Goods,83.1934,Medium,Tier 3,Supermarket Type2,1146.5076,14
11.0,Low Fat,Breads,126.0046,Small,Tier 2,Supermarket Type1,871.5322,19
18.5,Low Fat,Others,130.9284,Medium,Tier 3,Supermarket Type2,1977.426,14
8.42,Regular,Canned,228.7352,Medium,Tier 1,Supermarket Type1,5954.9152,24
13.65,Low Fat,Snack Foods,186.3924,Medium,Tier 1,Supermarket Type1,1295.6468,24
18.1,Low Fat,Fruits and Vegetables,93.6094,High,Tier 3,Supermarket Type1,476.047,36
9.0,Low Fat,Household,102.0016,Medium,Tier 3,Supermarket Type2,1518.024,14
9.6,Low Fat,Snack Foods,244.117,High,Tier 3,Supermarket Type1,5346.374,36
11.1,Low Fat,Snack Foods,220.7482,Medium,Tier 1,Supermarket Type1,4380.964,24
10.0,Low Fat,Fruits and Vegetables,246.9144,Medium,Tier 3,Supermarket Type2,3185.1872,14
14.5,Regular,Canned,41.0454,Medium,Tier 3,Supermarket Type2,545.2902,14
17.75,Low Fat,Dairy,248.775,Small,Tier 1,Supermarket Type1,3745.125,26
9.065,Low Fat,Frozen Foods,95.3094,Medium,Tier 3,Supermarket Type2,1713.7692,14
8.895,Low Fat,Hard Drinks,235.8616,Small,Tier 2,Supermarket Type1,3046.7008,19
9.395,Low Fat,Others,83.2908,High,Tier 3,Supermarket Type1,1258.362,36
7.895,Regular,Breakfast,100.7332,High,Tier 3,Supermarket Type1,1230.3984,36
7.06,Regular,Starchy Foods,57.6904,Medium,Tier 1,Supermarket Type1,585.904,24
12.1,Low Fat,Hard Drinks,180.666,Medium,Tier 1,Supermarket Type1,2876.256,24
10.0,Low Fat,Canned,264.7226,Medium,Tier 3,Supermarket Type2,3171.8712,14
5.88,Low Fat,Household,147.5392,Small,Tier 1,Supermarket Type1,2684.5056,26
15.5,Low Fat,Baking Goods,107.2938,Medium,Tier 1,Supermarket Type1,2143.876,24
19.25,Low Fat,Household,32.4558,Small,Tier 1,Supermarket Type1,101.8674,26
12.1,Low Fat,Household,165.5526,Medium,Tier 3,Supermarket Type2,3453.5046,14
19.35,Low Fat,Meat,172.4738,High,Tier 3,Supermarket Type1,1911.5118,36
6.76,Regular,Fruits and Vegetables,80.696,Medium,Tier 3,Supermarket Type2,559.272,14
19.7,Low Fat,Snack Foods,174.437,High,Tier 3,Supermarket Type1,1587.933,36
7.27,Low Fat,Health and Hygiene,100.5384,Small,Tier 1,Supermarket Type1,2463.46,26
9.195,Regular,Frozen Foods,85.5566,Small,Tier 2,Supermarket Type1,930.1226,19
18.6,Low Fat,Snack Foods,160.6236,Medium,Tier 3,Supermarket Type2,1611.236,14
21.25,Low Fat,Snack Foods,178.237,Small,Tier 2,Supermarket Type1,529.311,19
20.75,Regular,Breakfast,153.7682,Small,Tier 2,Supermarket Type1,1829.6184,19
8.905,Low Fat,Frozen Foods,61.6878,High,Tier 3,Supermarket Type1,1029.9926,36
6.48,Low Fat,Snack Foods,147.0076,Small,Tier 2,Supermarket Type1,3103.9596,19
5.615,Low Fat,Health and Hygiene,122.473,Small,Tier 2,Supermarket Type1,1354.903,19
12.35,Low Fat,Health and Hygiene,36.3216,Small,Tier 2,Supermarket Type1,276.9728,19
19.6,Low Fat,Health and Hygiene,150.9024,Medium,Tier 1,Supermarket Type1,3795.06,24
12.35,Low Fat,Fruits and Vegetables,112.2518,High,Tier 3,Supermarket Type1,1366.2216,36
6.325,Low Fat,Frozen Foods,100.9042,Medium,Tier 3,Supermarket Type2,2083.2882,14
16.5,Regular,Fruits and Vegetables,101.3332,Small,Tier 1,Supermarket Type1,1537.998,26
10.3,Regular,Snack Foods,85.854,High,Tier 3,Supermarket Type1,2683.174,36
12.8,Low Fat,Fruits and Vegetables,97.141,High,Tier 3,Supermarket Type1,2799.689,36
9.8,Low Fat,Others,192.2478,Medium,Tier 3,Supermarket Type2,4068.7038,14
6.98,Low Fat,Canned,83.4934,Small,Tier 1,Supermarket Type1,1555.9746,26
12.85,Low Fat,Fruits and Vegetables,179.7318,Medium,Tier 1,Supermarket Type1,2165.1816,24
11.6,Low Fat,Soft Drinks,142.0154,Medium,Tier 3,Supermarket Type2,850.8924,14
9.1,Regular,Frozen Foods,78.7618,Medium,Tier 1,Supermarket Type1,402.809,24
15.75,Low Fat,Baking Goods,194.4452,Small,Tier 1,Supermarket Type1,5089.3752,26
18.85,Low Fat,Baking Goods,131.5284,Small,Tier 2,Supermarket Type1,1581.9408,19
5.78,Regular,Snack Foods,264.5568,Medium,Tier 3,Supermarket Type2,6327.7632,14
18.0,Low Fat,Health and Hygiene,159.2604,Small,Tier 2,Supermarket Type1,3961.51,19
12.5,Regular,Baking Goods,196.9426,Medium,Tier 3,Supermarket Type2,5339.0502,14
16.6,Low Fat,Household,176.6344,Small,Tier 2,Supermarket Type1,2676.516,19
13.35,Low Fat,Dairy,230.6352,Small,Tier 1,Supermarket Type1,3435.528,26
9.8,Low Fat,Health and Hygiene,114.0492,High,Tier 3,Supermarket Type1,2085.2856,36
15.0,Regular,Meat,238.0248,Small,Tier 2,Supermarket Type1,1896.1984,19
19.7,Low Fat,Hard Drinks,127.3362,Small,Tier 2,Supermarket Type1,755.0172,19
7.825,Low Fat,Household,254.3698,Medium,Tier 1,Supermarket Type1,5580.7356,24
12.0,Low Fat,Baking Goods,121.9388,Small,Tier 1,Supermarket Type1,3219.8088,26
13.0,Low Fat,Household,256.7014,Small,Tier 1,Supermarket Type1,2805.0154,26
8.785,Low Fat,Soft Drinks,155.1656,Medium,Tier 1,Supermarket Type1,4016.1056,24
12.85,Low Fat,Fruits and Vegetables,181.4318,Small,Tier 1,Supermarket Type1,3428.2042,26
6.765,Regular,Frozen Foods,105.0306,Small,Tier 1,Supermarket Type1,2090.612,26
12.6,Low Fat,Dairy,33.4874,Medium,Tier 3,Supermarket Type2,105.8622,14
17.85,Regular,Fruits and Vegetables,123.8388,Medium,Tier 3,Supermarket Type2,866.8716,14
20.7,Regular,Frozen Foods,119.7466,Medium,Tier 1,Supermarket Type1,2003.3922,24
9.3,Low Fat,Dairy,248.5092,Small,Tier 2,Supermarket Type1,6474.2392,19
15.1,Regular,Fruits and Vegetables,142.5786,Medium,Tier 3,Supermarket Type2,3323.0078,14
12.85,Regular,Fruits and Vegetables,252.6382,Small,Tier 2,Supermarket Type1,3532.7348,19
7.63,Regular,Snack Foods,46.9402,Medium,Tier 1,Supermarket Type1,780.9834,24
13.5,Low Fat,Household,157.792,Small,Tier 2,Supermarket Type1,3994.8,19
16.35,Low Fat,Fruits and Vegetables,52.1324,Medium,Tier 1,Supermarket Type1,934.7832,24
15.0,Low Fat,Breads,120.0414,High,Tier 3,Supermarket Type1,3533.4006,36
15.75,Low Fat,Household,101.37,High,Tier 3,Supermarket Type1,2097.27,36
7.97,Low Fat,Seafood,108.4596,Small,Tier 2,Supermarket Type1,3020.0688,19
7.93,Low Fat,Frozen Foods,121.8414,Small,Tier 1,Supermarket Type1,2802.3522,26
14.35,Low Fat,Health and Hygiene,112.5228,Small,Tier 1,Supermarket Type1,1989.4104,26
15.6,Low Fat,Fruits and Vegetables,114.8518,Small,Tier 1,Supermarket Type1,2163.1842,26
11.5,Low Fat,Starchy Foods,174.508,Medium,Tier 1,Supermarket Type1,3635.268,24
9.13,Low Fat,Household,151.4024,Medium,Tier 1,Supermarket Type1,1973.4312,24
17.7,Regular,Fruits and Vegetables,82.6276,High,Tier 3,Supermarket Type1,731.0484,36
16.1,Regular,Fruits and Vegetables,95.141,High,Tier 3,Supermarket Type1,3089.312,36
7.235,Low Fat,Snack Foods,195.1452,High,Tier 3,Supermarket Type1,1761.7068,36
7.27,Low Fat,Health and Hygiene,97.7384,High,Tier 3,Supermarket Type1,591.2304,36
13.85,Regular,Breakfast,232.73,Medium,Tier 3,Supermarket Type2,6291.81,14
13.0,Regular,Soft Drinks,175.0054,Small,Tier 1,Supermarket Type1,1926.1594,26
9.5,Low Fat,Soft Drinks,31.49,High,Tier 3,Supermarket Type1,466.06,36
17.7,Regular,Starchy Foods,186.0924,Medium,Tier 3,Supermarket Type2,3516.7556,14
10.3,Regular,Fruits and Vegetables,112.7176,Medium,Tier 1,Supermarket Type1,343.5528,24
12.5,Low Fat,Starchy Foods,125.702,Medium,Tier 1,Supermarket Type1,2530.04,24
5.46,Regular,Fruits and Vegetables,142.6786,High,Tier 3,Supermarket Type1,2311.6576,36
14.5,Low Fat,Health and Hygiene,158.3604,High,Tier 3,Supermarket Type1,1109.2228,36
6.67,Regular,Snack Foods,130.5626,Medium,Tier 3,Supermarket Type2,1180.4634,14
8.42,Low Fat,Household,214.4192,High,Tier 3,Supermarket Type1,1725.7536,36
4.615,Regular,Canned,232.23,Small,Tier 2,Supermarket Type1,5126.66,19
8.985,Low Fat,Fruits and Vegetables,100.27,Medium,Tier 1,Supermarket Type1,998.7,24
10.5,Regular,Snack Foods,213.7244,Medium,Tier 1,Supermarket Type1,4022.7636,24
8.1,Low Fat,Fruits and Vegetables,211.8902,Medium,Tier 3,Supermarket Type2,3823.0236,14
12.65,Regular,Fruits and Vegetables,238.9538,Medium,Tier 1,Supermarket Type1,4086.0146,24
14.0,Low Fat,Fruits and Vegetables,216.0192,Medium,Tier 1,Supermarket Type1,2588.6304,24
10.1,Low Fat,Household,117.8492,Small,Tier 1,Supermarket Type1,1621.8888,26
16.0,Low Fat,Dairy,225.9404,Small,Tier 2,Supermarket Type1,1350.2424,19
7.5,Low Fat,Household,57.8588,High,Tier 3,Supermarket Type1,1145.176,36
6.155,Regular,Meat,214.556,Small,Tier 1,Supermarket Type1,2769.728,26
10.1,Low Fat,Canned,114.715,Small,Tier 2,Supermarket Type1,815.605,19
7.235,Low Fat,Snack Foods,115.8834,Small,Tier 2,Supermarket Type1,1382.2008,19
7.59,Regular,Fruits and Vegetables,172.908,Medium,Tier 1,Supermarket Type1,6231.888,24
14.85,Low Fat,Household,253.0698,Medium,Tier 3,Supermarket Type2,2283.0282,14
11.5,Regular,Dairy,88.254,Small,Tier 1,Supermarket Type1,1298.31,26
9.195,Regular,Baking Goods,77.4644,Medium,Tier 3,Supermarket Type2,1414.1592,14
13.35,Regular,Canned,207.3638,Medium,Tier 1,Supermarket Type1,5797.7864,24
9.17,Low Fat,Baking Goods,141.947,High,Tier 3,Supermarket Type1,4008.116,36
17.25,Low Fat,Dairy,93.512,Medium,Tier 3,Supermarket Type2,1491.392,14
9.285,Regular,Snack Foods,161.1578,Small,Tier 2,Supermarket Type1,4011.445,19
8.88,Low Fat,Hard Drinks,154.0682,Medium,Tier 3,Supermarket Type2,2896.8958,14
14.15,Low Fat,Soft Drinks,171.8106,High,Tier 3,Supermarket Type1,3935.5438,36
15.85,Low Fat,Canned,37.8506,Medium,Tier 1,Supermarket Type1,341.5554,24
5.98,Low Fat,Hard Drinks,55.3614,High,Tier 3,Supermarket Type1,497.3526,36
20.75,Low Fat,Snack Foods,159.3578,Small,Tier 2,Supermarket Type1,4492.8184,19
6.36,Low Fat,Fruits and Vegetables,46.506,Medium,Tier 1,Supermarket Type1,652.484,24
12.5,Low Fat,Household,170.8448,Small,Tier 1,Supermarket Type1,4942.8992,26
12.5,Regular,Canned,87.9198,Medium,Tier 3,Supermarket Type2,1133.8574,14
17.75,Low Fat,Baking Goods,113.1544,Medium,Tier 3,Supermarket Type2,1006.6896,14
11.0,Regular,Fruits and Vegetables,240.4512,Small,Tier 2,Supermarket Type1,7028.1848,19
10.5,Regular,Fruits and Vegetables,218.4508,Medium,Tier 1,Supermarket Type1,2821.6604,24
20.25,Low Fat,Household,182.5976,High,Tier 3,Supermarket Type1,3078.6592,36
20.5,Low Fat,Starchy Foods,90.7172,High,Tier 3,Supermarket Type1,1605.9096,36
10.65,Low Fat,Others,166.1526,Medium,Tier 3,Supermarket Type2,1973.4312,14
17.7,Regular,Fruits and Vegetables,48.3034,Small,Tier 1,Supermarket Type1,777.6544,26
16.7,Low Fat,Canned,180.9292,Small,Tier 2,Supermarket Type1,2736.438,19
20.35,Regular,Meat,81.7276,Medium,Tier 1,Supermarket Type1,2030.69,24
6.26,Regular,Meat,151.1366,Small,Tier 2,Supermarket Type1,2267.049,19
4.805,Regular,Dairy,126.7704,High,Tier 3,Supermarket Type1,2628.5784,36
7.825,Low Fat,Household,255.4698,Small,Tier 1,Supermarket Type1,5073.396,26
5.59,Regular,Snack Foods,61.9168,Medium,Tier 3,Supermarket Type2,1214.4192,14
20.0,Regular,Frozen Foods,127.3678,Small,Tier 1,Supermarket Type1,1780.3492,26
19.35,Low Fat,Frozen Foods,121.5098,High,Tier 3,Supermarket Type1,2892.2352,36
9.0,Low Fat,Household,99.6016,Small,Tier 2,Supermarket Type1,1922.8304,19
20.0,Regular,Fruits and Vegetables,46.3744,Medium,Tier 3,Supermarket Type2,181.0976,14
14.5,Regular,Breads,262.3594,Small,Tier 1,Supermarket Type1,4448.2098,26
15.2,Low Fat,Canned,218.4824,Medium,Tier 3,Supermarket Type2,1528.6768,14
5.695,Regular,Breads,256.5988,Small,Tier 1,Supermarket Type1,2055.9904,26
20.85,Low Fat,Baking Goods,181.666,High,Tier 3,Supermarket Type1,1438.128,36
17.35,Regular,Baking Goods,88.183,High,Tier 3,Supermarket Type1,539.298,36
7.27,Low Fat,Health and Hygiene,100.4384,Medium,Tier 3,Supermarket Type2,1970.768,14
15.7,Regular,Fruits and Vegetables,59.4536,Small,Tier 1,Supermarket Type1,857.5504,26
20.6,Regular,Fruits and Vegetables,185.9556,Small,Tier 2,Supermarket Type1,4318.3788,19
13.0,Low Fat,Household,47.9034,High,Tier 3,Supermarket Type1,583.2408,36
8.39,Regular,Frozen Foods,112.6176,Small,Tier 2,Supermarket Type1,2175.8344,19
17.85,Low Fat,Meat,152.6682,Medium,Tier 1,Supermarket Type1,1829.6184,24
16.7,Regular,Baking Goods,188.6214,Small,Tier 2,Supermarket Type1,565.2642,19
11.5,Regular,Snack Foods,109.5254,Medium,Tier 3,Supermarket Type2,1953.4572,14
20.35,Low Fat,Baking Goods,232.7616,High,Tier 3,Supermarket Type1,2812.3392,36
20.5,Regular,Frozen Foods,83.7592,High,Tier 3,Supermarket Type1,1403.5064,36
19.7,Regular,Canned,256.1014,Medium,Tier 1,Supermarket Type1,3060.0168,24
15.85,Low Fat,Breads,178.037,High,Tier 3,Supermarket Type1,2646.555,36
9.5,Regular,Meat,196.8452,Small,Tier 1,Supermarket Type1,3523.4136,26
10.3,Regular,Canned,80.096,High,Tier 3,Supermarket Type1,239.688,36
20.2,Low Fat,Snack Foods,255.7646,Medium,Tier 1,Supermarket Type1,5410.9566,24
20.7,Regular,Dairy,92.7436,Small,Tier 1,Supermarket Type1,1323.6104,26
19.7,Low Fat,Baking Goods,178.066,Medium,Tier 1,Supermarket Type1,3954.852,24
20.75,Low Fat,Breakfast,192.0478,Small,Tier 2,Supermarket Type1,4649.9472,19
20.35,Regular,Fruits and Vegetables,234.4958,Medium,Tier 3,Supermarket Type2,3271.7412,14
5.405,Regular,Canned,200.5742,High,Tier 3,Supermarket Type1,2388.8904,36
17.6,Regular,Starchy Foods,46.006,Small,Tier 1,Supermarket Type1,326.242,26
12.35,Low Fat,Canned,56.4246,Small,Tier 1,Supermarket Type1,810.9444,26
15.25,Low Fat,Snack Foods,86.2198,Small,Tier 2,Supermarket Type1,610.5386,19
5.94,Low Fat,Canned,179.8344,Medium,Tier 3,Supermarket Type2,1249.0408,14
6.695,Low Fat,Frozen Foods,221.9456,Small,Tier 2,Supermarket Type1,2210.456,19
7.405,Low Fat,Canned,89.9146,Small,Tier 1,Supermarket Type1,1550.6482,26
8.185,Low Fat,Fruits and Vegetables,117.1808,Small,Tier 1,Supermarket Type1,1874.8928,26
18.25,Low Fat,Hard Drinks,174.708,Small,Tier 1,Supermarket Type1,2423.512,26
5.26,Regular,Baking Goods,161.8868,Small,Tier 2,Supermarket Type1,3275.736,19
14.5,Low Fat,Others,162.421,Medium,Tier 3,Supermarket Type2,1957.452,14
20.2,Low Fat,Household,64.851,Small,Tier 1,Supermarket Type1,948.765,26
16.0,Low Fat,Household,210.7902,Small,Tier 2,Supermarket Type1,4460.1942,19
9.1,Low Fat,Baking Goods,124.6362,Small,Tier 2,Supermarket Type1,2390.8878,19
14.5,Low Fat,Health and Hygiene,159.4604,Small,Tier 2,Supermarket Type1,2376.906,19
16.75,Regular,Canned,99.8674,Medium,Tier 1,Supermarket Type1,2342.9502,24
11.85,Regular,Fruits and Vegetables,164.6526,High,Tier 3,Supermarket Type1,2137.8838,36
12.15,Low Fat,Health and Hygiene,38.6506,Small,Tier 1,Supermarket Type1,796.9626,26
12.3,Regular,Snack Foods,57.5562,Small,Tier 1,Supermarket Type1,651.8182,26
16.35,Low Fat,Fruits and Vegetables,51.2324,Small,Tier 1,Supermarket Type1,571.2564,26
13.1,Low Fat,Frozen Foods,185.0898,Medium,Tier 3,Supermarket Type2,1870.898,14
14.8,Low Fat,Meat,191.4846,Medium,Tier 3,Supermarket Type2,3057.3536,14
7.89,Low Fat,Dairy,117.4782,Small,Tier 2,Supermarket Type1,2026.0294,19
7.035,Low Fat,Frozen Foods,262.691,High,Tier 3,Supermarket Type1,6048.793,36
12.5,Low Fat,Household,42.9112,Medium,Tier 1,Supermarket Type1,1022.6688,24
8.01,Low Fat,Hard Drinks,37.9532,High,Tier 3,Supermarket Type1,826.9236,36
18.6,Low Fat,Snack Foods,161.0236,Small,Tier 1,Supermarket Type1,483.3708,26
9.035,Regular,Meat,148.9708,Medium,Tier 3,Supermarket Type2,2257.062,14
16.7,Regular,Snack Foods,60.9562,High,Tier 3,Supermarket Type1,355.5372,36
16.0,Regular,Dairy,76.1986,Small,Tier 2,Supermarket Type1,1090.5804,19
18.6,Low Fat,Health and Hygiene,93.4436,High,Tier 3,Supermarket Type1,1701.7848,36
13.15,Low Fat,Soft Drinks,143.4812,Medium,Tier 1,Supermarket Type1,854.8872,24
19.2,Low Fat,Frozen Foods,112.9886,Medium,Tier 1,Supermarket Type1,1667.829,24
16.5,Regular,Baking Goods,98.9068,Medium,Tier 3,Supermarket Type2,1749.7224,14
5.695,Low Fat,Frozen Foods,258.2646,Small,Tier 1,Supermarket Type1,5410.9566,26
14.15,Low Fat,Soft Drinks,82.4276,Small,Tier 1,Supermarket Type1,1137.1864,26
21.25,Low Fat,Snack Foods,119.3756,High,Tier 3,Supermarket Type1,3271.7412,36
11.3,Low Fat,Household,180.766,Medium,Tier 1,Supermarket Type1,5033.448,24
8.27,Low Fat,Health and Hygiene,238.188,Medium,Tier 3,Supermarket Type2,3835.008,14
14.15,Low Fat,Soft Drinks,41.5138,Medium,Tier 1,Supermarket Type1,162.4552,24
10.65,Low Fat,Others,166.1526,Small,Tier 2,Supermarket Type1,2466.789,19
17.25,Low Fat,Household,253.4724,Small,Tier 2,Supermarket Type1,755.0172,19
9.3,Regular,Snack Foods,200.0084,Medium,Tier 3,Supermarket Type2,2182.4924,14
20.25,Low Fat,Household,180.0976,Small,Tier 2,Supermarket Type1,3440.8544,19
9.695,Low Fat,Snack Foods,160.492,Small,Tier 2,Supermarket Type1,4314.384,19
14.15,Low Fat,Fruits and Vegetables,123.6046,Medium,Tier 3,Supermarket Type2,1245.046,14
17.6,Low Fat,Health and Hygiene,160.492,High,Tier 3,Supermarket Type1,1278.336,36
16.1,Regular,Dairy,179.4318,Medium,Tier 1,Supermarket Type1,2345.6134,24
15.85,Low Fat,Soft Drinks,59.5904,Medium,Tier 1,Supermarket Type1,703.0848,24
17.35,Low Fat,Household,176.0712,Small,Tier 2,Supermarket Type1,2109.2544,19
11.8,Regular,Canned,40.6138,High,Tier 3,Supermarket Type1,406.138,36
20.2,Regular,Baking Goods,197.211,High,Tier 3,Supermarket Type1,3535.398,36
9.0,Low Fat,Snack Foods,178.137,Medium,Tier 3,Supermarket Type2,1058.622,14
18.75,Low Fat,Household,209.4954,Medium,Tier 3,Supermarket Type2,2500.7448,14
16.2,Low Fat,Canned,100.37,Small,Tier 2,Supermarket Type1,998.7,19
15.75,Low Fat,Hard Drinks,252.9382,Medium,Tier 1,Supermarket Type1,2775.7202,24
19.0,Low Fat,Snack Foods,107.6622,High,Tier 3,Supermarket Type1,1270.3464,36
12.15,Low Fat,Health and Hygiene,224.0404,Medium,Tier 1,Supermarket Type1,3375.606,24
13.65,Regular,Frozen Foods,262.6936,Small,Tier 1,Supermarket Type1,4175.8976,26
10.1,Low Fat,Canned,117.615,Medium,Tier 3,Supermarket Type2,1514.695,14
14.1,Low Fat,Dairy,228.5668,High,Tier 3,Supermarket Type1,1151.834,36
9.8,Low Fat,Health and Hygiene,114.5492,Small,Tier 2,Supermarket Type1,1274.3412,19
12.1,Low Fat,Fruits and Vegetables,178.5002,Medium,Tier 3,Supermarket Type2,5552.1062,14
9.3,Low Fat,Hard Drinks,192.9846,Small,Tier 2,Supermarket Type1,6114.7072,19
19.75,Regular,Frozen Foods,180.466,High,Tier 3,Supermarket Type1,3415.554,36
16.75,Regular,Canned,101.2674,High,Tier 3,Supermarket Type1,1528.011,36
17.85,Regular,Fruits and Vegetables,125.1388,Small,Tier 2,Supermarket Type1,1981.4208,19
9.195,Low Fat,Frozen Foods,58.6246,Medium,Tier 1,Supermarket Type1,868.869,24
15.75,Low Fat,Baking Goods,195.3452,High,Tier 3,Supermarket Type1,1761.7068,36
17.75,Low Fat,Seafood,34.8216,Medium,Tier 1,Supermarket Type1,207.7296,24
13.5,Regular,Starchy Foods,95.4068,Small,Tier 2,Supermarket Type1,1944.136,19
